 sample_idx,lead,heart_rate,r_peaks,pr_interval,qrs_complex,qt_interval,rr_interval,st_segment
264,II,52.254,[ 471  920 1376 1847 2312 2768],68.667,135.200,402.800,918.800,134.667
265,II,84.617,[ 241  520  802 1081 1363 1647 1934 2219 2509 2794],83.000,70.667,286.000,567.333,105.400
266,II,70.063,[ 312  655  996 1344 1689 2029 2371 2710],78.250,135.714,381.714,685.143,92.750
267,II,60.025,[ 255  655 1054 1454 1853 2254 2654],51.143,161.000,396.500,799.667,89.600
268,II,102.725,[ 319  553  787 1022 1257 1490 1723 1957 2191 2424 2656 2889],78.833,158.182,312.727,467.273,77.455
269,II,65.284,[ 209  580  942 1320 1688 2046 2412 2783],80.000,104.000,344.857,735.429,118.750
270,II,66.621,[ 187  580  940 1296 1658 2011 2368 2712],110.000,125.429,361.143,721.429,128.750
271,II,76.403,[ 310  623  937 1252 1566 1879 2193 2507 2823],97.556,181.750,377.250,628.250,87.778
272,II,72.094,[ 475  853 1183 1507 1833 2156 2499 2812],92.250,133.714,420.857,667.714,182.500
273,II,77.141,[ 374  682  992 1303 1615 1928 2240 2552 2863],87.556,162.750,392.750,622.250,117.250
274,II,73.017,[ 388  717 1046 1370 1705 2018 2352 2690],80.750,178.286,401.429,657.714,120.000
275,II,58.607,[ 437  847 1245 1660 2080 2497 2895],60.286,130.667,345.667,819.333,107.667
276,II,103.467,[ 258  492  727  958 1190 1425 1655 1884 2111 2339 2572 2810],80.500,136.400,258.909,464.000,37.400
277,II,62.140,[ 423  816 1267 1593 1981 2370 2758],46.571,147.667,264.667,778.333,67.143
278,II,84.877,[ 174  456  738 1017 1292 1569 1850 2144 2438 2720],82.200,135.778,313.778,565.778,-9.000
279,II,72.383,[ 168  403  755 1111 1452 1791 2146 2509 2864],42.250,158.750,378.250,674.000,117.556
280,II,62.729,[ 272  637 1031 1409 1804 2189 2569],75.143,115.333,344.333,765.667,108.857
281,II,62.767,[ 310  701 1089 1460 1823 2215 2606],52.571,132.667,338.333,765.333,99.714
282,II,183.981,"[ 171  301  432  563  693  823  953 1084 1215 1345 1475 1606 1736 1866
 1996 2127 2258 2389 2520 2650 2780]",,,,260.900,
283,II,142.989,"[ 457  629  779  974 1139 1319 1493 1665 1840 2000 2186 2353 2487 2674
 2827]",50.571,136.444,209.778,338.571,32.000
284,II,99.207,[ 277  517  754  991 1227 1466 1708 1954 2202 2448 2697],93.818,136.800,338.800,484.000,85.455
285,II,69.399,[ 298  641  998 1327 1647 1989 2354 2724],74.500,151.000,328.571,693.143,92.857
286,II,89.366,[ 214  489  765 1035 1306 1581 1856 2132 2403 2675 2906],90.182,219.000,345.600,538.400,-24.750
287,II,58.050,[ 199  818 1191 1541 1963 2326 2759],70.667,127.000,357.000,853.333,159.143
288,II,78.687,[ 313  593  879 1175 1486 1802 2110 2431 2759],98.444,171.500,351.250,611.500,65.600
289,II,98.161,[ 260  507  752  997 1242 1487 1731 1975 2219 2462 2705],65.455,137.200,332.200,489.000,107.455
290,II,92.479,[ 130  424  670  867 1184 1504 1771 2089 2380 2652 2823],77.600,171.111,375.111,538.600,79.800
291,II,58.451,[ 330  743 1152 1566 1983 2395 2794],78.571,94.333,340.000,821.333,120.857
292,II,84.073,[ 312  603  896 1189 1479 1772 2068 2361 2656 2892],74.400,133.333,339.333,573.333,97.778
293,II,73.757,[ 371  691 1015 1345 1669 1997 2327 2649],87.750,136.857,323.429,650.857,135.500
294,II,60.687,[ 257  727 1055 1454 1854 2252 2652],74.000,90.667,231.333,798.333,80.286
295,II,45.273,[ 594 1134 1649 2180 2715],96.800,140.500,413.500,1060.500,126.800
296,II,83.763,[ 140  428  712  995 1285 1575 1856 2141 2431 2719],75.600,133.111,323.111,573.111,71.600
297,II,118.933,[ 142  570  691 1010 1132 1445 1566 1876 1998 2293 2708],63.111,142.333,400.000,513.200,112.000
298,II,70.205,[ 329  679 1037 1361 1692 2036 2380 2724],79.250,117.600,304.000,684.286,78.667
299,II,63.672,[ 160  467  858 1243 1666 2083 2478 2824],76.000,142.000,345.143,761.143,105.500
300,II,67.385,[ 407  778 1139 1487 1840 2196 2551 2901],98.750,122.857,357.714,712.571,132.286
301,II,66.832,[ 209  576  936 1297 1652 2009 2367 2723],80.500,100.571,326.286,718.286,106.000
302,II,71.778,[ 381  722 1056 1394 1639 2052 2413 2766],64.500,114.857,271.714,681.429,100.750
303,II,73.948,[ 216  539  873 1194 1513 1834 2154 2483 2813],93.111,123.750,346.250,649.250,117.778
304,II,84.598,[ 167  445  723 1011 1304 1582 1864 2152 2439 2721],87.200,145.250,331.778,567.556,90.000
305,II,79.929,[ 381  675  977 1286 1581 1882 2186 2477 2784],69.111,142.250,313.000,600.750,113.778
306,II,59.691,[ 158  551  962 1357 1764 2164 2571],65.333,130.800,426.800,804.333,159.143
307,II,126.032,"[ 122  303  524  692  850 1076 1289 1445 1613 1833 1991 2141 2368 2621
 2873]",50.133,96.500,159.500,393.000,37.200
308,II,59.000,[ 372  776 1184 1592 2000 2398 2813],79.429,108.500,318.000,813.667,107.667
309,II,65.161,[ 431  799 1170 1535 1904 2275 2641],72.571,118.000,314.000,736.667,92.000
310,II,90.009,[ 384  667  939 1203 1468 1730 1992 2255 2517 2785],80.200,130.667,285.333,533.556,89.800
311,II,70.724,[ 366  701 1046 1386 1716 2064 2404 2742],68.750,123.333,298.000,678.857,64.857
312,II,76.964,[ 271  590  906 1219 1532 1841 2150 2458 2766],74.222,158.000,360.250,623.750,123.556
313,II,84.344,[ 219  513  795 1070 1341 1616 1895 2178 2472 2784],56.200,112.444,307.333,570.000,131.600
314,II,59.459,[ 496  916 1288 1700 2123 2518],93.667,208.000,373.600,808.800,26.333
315,II,72.329,[ 243  577  913 1252 1577 1903 2231 2564 2898],91.333,160.333,304.750,663.750,45.000
316,II,75.646,[ 393  723 1051 1378 1707 2014 2313 2617],73.250,103.714,291.714,635.429,94.500
317,II,81.683,[ 179  482  603  922 1354 1764 2174 2586],88.857,183.429,396.286,687.714,125.750
318,II,65.501,[ 222  608  957 1312 1695 2093 2469 2796],84.500,152.857,384.286,735.429,118.500
319,II,57.486,[ 277  707 1138 1569 1993 2404 2786],87.714,176.333,310.333,836.333,56.000
320,II,64.884,[ 379  739 1108 1477 1842 2223 2599],52.286,165.600,270.400,740.000,72.000
321,II,74.951,[ 304  637  961 1279 1586 1899 2221 2539 2867],88.000,134.000,313.714,640.750,90.000
322,II,90.075,[ 362  628  894 1161 1428 1694 1960 2227 2494 2760],78.200,174.000,332.000,532.889,44.000
323,II,68.711,[ 129  486  825 1184 1536 1875 2223 2575],79.429,152.667,372.667,698.857,115.250
324,II,67.786,[ 413  760 1111 1471 1819 2174 2539 2892],96.000,142.286,263.429,708.286,72.286
325,II,63.605,[ 358  735 1112 1492 1869 2246 2622],48.857,123.000,323.667,754.667,154.286
326,II,55.621,[ 516 1006 1490 1921 2305 2693],81.333,137.600,390.000,870.800,139.000
327,II,74.828,[ 361  676  999 1318 1629 1950 2284 2607],85.250,126.857,342.286,641.714,137.250
328,II,85.627,[ 297  572  850 1134 1409 1691 1976 2253 2537 2820],86.000,151.556,351.556,560.667,105.800
329,II,87.881,[ 161  435  709  982 1255 1529 1801 2072 2346 2619 2892],80.545,187.800,345.600,546.200,45.800
330,II,59.092,[ 337  745 1148 1559 1961 2366 2774],94.857,170.000,363.000,812.333,106.571
331,II,51.652,[ 476  948 1396 1868 2338 2800],96.333,150.000,365.600,929.600,106.667
332,II,88.894,[ 207  475  741 1011 1281 1552 1824 2098 2368 2637 2907],83.273,91.200,302.200,540.000,126.400
333,II,62.457,[ 196  585  967 1349 1737 2120 2500 2886],74.750,88.286,327.429,768.571,124.000
334,II,70.160,[ 148  510  857 1193 1533 1875 2214 2547 2886],80.250,131.000,366.500,684.500,125.250
335,II,64.920,[ 150  538  936 1271 1621 2013 2397 2747],78.571,106.000,320.000,742.000,111.500
336,II,80.678,[ 384  680  978 1280 1581 1875 2171 2468 2764],37.778,98.500,158.500,595.000,20.444
337,II,99.177,[ 180  412  684  894 1233 1513 1802 2036 2228 2418 2673 2913],41.833,126.444,265.400,496.909,97.600
338,II,111.630,[ 319  533  748  964 1177 1392 1607 1822 2036 2252 2468 2683 2899],83.385,93.167,267.833,430.000,81.833
339,II,80.399,[ 216  513  814 1116 1421 1727 2035 2331 2586 2912],78.200,237.111,381.111,599.111,24.889
340,II,70.523,[1604 1941 2285 2625],79.000,128.667,384.000,680.667,116.000
341,II,65.541,[ 382  718 1172 1553 1937 2319 2613],63.143,161.000,260.000,743.667,25.714
342,II,56.500,[ 160  587 1011 1443 1859 2281 2709],48.667,,,849.667,95.429
343,II,87.678,[ 379  650  923 1199 1467 1741 2014 2284 2562 2843],87.400,179.556,382.000,547.556,96.444
344,II,56.349,[ 405  830 1266 1676 2119 2536],82.000,201.200,437.600,852.400,102.000
345,II,93.428,[ 200  460  714  970 1225 1485 1740 1994 2251 2510 2769],65.333,94.667,214.667,513.800,45.000
346,II,74.454,[ 341  660  985 1307 1626 1944 2270 2594 2920],94.667,100.250,300.250,644.750,100.000
347,II,75.029,[ 172  384  712 1110 1482 1804 2127 2466 2802],77.778,102.250,311.750,657.500,140.222
348,II,71.007,[ 141  429  765 1141 1497 1836 2174 2515 2857],50.750,176.250,353.250,679.000,43.750
349,II,78.757,[ 261  584  911 1234 1557 1878 2206 2552 2755],71.333,112.250,264.750,623.500,102.444
350,II,72.435,[ 317  626  953 1341 1684 2016 2306 2651],44.000,108.571,332.857,666.857,116.000
351,II,66.809,[ 270  620  976 1340 1701 2064 2426 2785],79.750,126.571,325.714,718.571,89.750
352,II,86.750,[ 318  597  875 1153 1432 1707 1982 2258 2534 2808],79.400,147.333,374.667,553.333,112.000
353,II,57.783,[ 557  898 1376 1722 2206 2680],86.667,169.200,414.800,849.200,141.333
354,II,88.414,[ 154  424  690  964 1237 1504 1769 2029 2298 2578 2871],77.455,111.800,263.800,543.400,103.091
355,II,83.231,[ 392  683  972 1258 1544 1830 2123 2413 2699],86.222,195.000,413.750,576.750,140.667
356,II,76.902,[ 215  523  831 1139 1449 1765 2080 2395 2712],84.000,122.000,302.250,624.250,90.667
357,II,75.556,[ 232  568  906 1107 1576 1899 2226 2553 2880],94.889,124.250,341.750,662.000,99.250
358,II,60.804,[ 532 1113 1650 2205 2492 2738],112.667,148.000,351.600,882.400,67.667
359,II,85.536,[ 366  622  886 1160 1445 1733 2026 2318 2608 2896],85.200,103.778,179.333,562.222,44.444
360,II,97.949,[ 326  490  855 1109 1315 1608 1835 2111 2363 2615 2868],83.000,140.333,188.000,508.400,-2.333
361,II,62.230,[ 473  839 1198 1560 1968 2396 2796],94.000,215.000,491.000,774.333,167.714
362,II,69.892,[ 440  785 1123 1470 1808 2150 2495 2844],74.750,121.143,197.143,686.857,20.250
363,II,52.129,[ 495  954 1416 1879 2337 2797],54.667,132.500,342.000,920.800,127.000
364,II,67.742,[ 352  706 1059 1413 1768 2121 2476 2832],89.000,170.286,422.857,708.571,101.750
365,II,62.457,[ 197  569  950 1328 1716 2058 2457 2899],43.000,86.571,187.714,772.000,50.250
366,II,84.393,[ 125  400  675  958 1243 1524 1805 2100 2397 2686],63.778,183.000,395.500,569.111,117.778
367,II,71.826,[ 328  682 1005 1353 1674 2019 2342 2670],81.250,148.286,382.571,669.143,103.000
368,II,72.616,[ 167  483  807 1127 1444 1765 2166 2500 2824],41.778,105.000,345.750,664.250,126.667
369,II,71.429,[ 128  468  794 1132 1478 1807 2135 2477 2817],65.500,97.143,330.571,672.250,128.000
370,II,56.253,[ 147  611  989 1383 1852 2296 2721],89.667,90.500,311.200,858.000,108.000
371,II,62.289,[ 533  947 1346 1760 2141 2491 2853],34.857,96.333,321.000,773.333,134.286
372,II,77.598,[ 318  637  947 1246 1520 1800 2137 2467 2805],63.556,104.000,284.750,621.750,122.889
373,II,79.992,[ 423  739  974 1359 1665 1967 2267 2565 2857],71.556,157.250,323.500,608.500,73.111
374,II,68.211,[ 250  592  932 1277 1623 1984 2344 2715],78.250,99.714,325.714,704.286,142.000
375,II,65.894,[ 274  597  932 1317 1748 2145 2490 2844],77.250,167.143,365.143,734.286,98.750
376,II,102.445,[ 297  534  765 1001 1240 1476 1712 1943 2175 2407 2640],70.727,190.000,251.600,468.600,28.857
377,II,91.572,[ 231  492  754 1016 1278 1538 1797 2060 2325 2588 2852],86.909,118.222,272.000,524.200,53.778
378,II,53.727,[ 349  773 1207 1650 2146 2588],79.000,184.667,284.400,895.600,32.500
379,II,77.694,[ 264  588  908 1223 1531 1833 2133 2433 2737],86.444,119.750,306.750,618.250,96.889
380,II,115.720,[ 143  293  527  757  981 1280 1417 1631 1931 2153 2304 2535 2770],78.500,177.333,316.167,437.833,52.308
381,II,67.182,[ 231  579  928 1274 1604 1976 2382 2740],70.750,144.000,301.143,716.857,49.250
382,II,57.661,[ 386  807 1230 1653 2049 2456 2885],95.143,104.333,318.667,833.000,102.000
383,II,69.895,[ 153  497  839 1183 1526 1870 2213 2557 2900],51.750,72.750,401.250,686.750,182.250
384,II,60.964,[ 252  633 1032 1422 1810 2217 2615],74.571,181.000,323.667,787.667,100.286
385,II,84.017,[ 139  426  712  997 1284 1571 1857 2142 2429 2710],90.800,125.778,346.444,571.333,90.200
386,II,69.357,[ 406  762 1111 1449 1789 2130 2475 2829],82.500,87.500,280.857,692.286,112.000
387,II,53.790,[ 233  694 1124 1563 2019 2479 2912],103.714,181.667,390.000,893.000,100.000
388,II,79.266,[ 149  453  756 1059 1362 1665 1967 2270 2572 2874],77.556,114.000,338.444,605.556,97.333
389,II,83.200,[ 157  435  705  975 1246 1534 1839 2154 2460 2761],86.000,206.667,307.333,578.667,-16.800
390,II,92.525,[ 267  526  786 1046 1305 1564 1822 2078 2337 2598 2861],87.818,,,518.800,-32.000
391,II,60.050,[ 331  731 1130 1530 1930 2330 2729],64.571,,,799.333,132.000
392,II,51.740,[ 362  869 1333 1769 2224 2686],58.333,158.000,388.800,929.600,123.333
393,II,65.288,[ 449  824 1188 1517 1895 2294 2661],73.714,78.000,321.667,737.333,136.000
394,II,60.830,[ 275  678 1054 1466 1860 2258 2644],71.143,133.667,191.667,789.667,10.571
395,II,68.574,[ 164  504  847 1192 1539 1895 2258 2615],73.500,100.571,357.429,700.286,161.500
396,II,69.926,[ 252  596  939 1286 1638 1977 2312 2655],77.500,149.600,309.143,686.571,60.000
397,II,93.955,[ 161  316  524 1179 1465 1635 1888 2253 2579],79.250,158.500,346.500,604.500,85.000
398,II,45.331,[ 631 1163 1683 2221 2749],92.400,143.500,393.500,1059.000,122.800
399,II,68.892,[ 413  753 1100 1455 1810 2158 2506 2852],103.500,136.857,379.714,696.857,117.500
400,II,54.882,[ 232  671 1117 1536 1968 2417 2857],99.714,155.333,436.667,875.000,134.000
401,II,56.019,[ 233  659 1072 1508 1930 2357 2805],119.714,172.000,373.667,857.333,88.000
402,II,66.670,[ 166  529  890 1246 1607 1971 2329 2686],48.750,138.857,288.000,720.000,76.286
403,II,87.885,[ 222  470  723  991 1265 1532 1815 2111 2398 2687],72.400,110.222,312.667,547.778,119.600
404,II,91.033,[ 309  564  822 1083 1345 1606 1867 2136 2407 2683],90.800,88.667,280.444,527.556,77.800
405,II,111.505,[ 256  468  684  900 1115 1328 1543 1761 1979 2195 2410 2625 2839],98.462,124.000,300.000,430.500,69.231
406,II,62.133,[ 236  613 1001 1392 1783 2173 2554],104.286,91.000,312.667,772.667,93.143
407,II,75.261,[ 180  507  834 1139 1448 1757 2073 2392 2734],53.778,184.250,405.000,638.500,87.778
408,II,49.550,[ 195  673 1161 1652 2135 2617],91.200,177.600,410.000,968.800,108.000
409,II,77.344,[ 309  616  924 1232 1540 1845 2155 2477 2792],37.556,135.000,316.286,620.750,45.000
410,II,65.151,[ 197  561  929 1304 1673 2033 2404 2776],94.500,78.286,342.286,736.857,141.000
411,II,67.174,[ 316  694  955 1284 1742 2131 2498 2874],38.000,88.000,168.000,730.857,34.750
412,II,80.167,[ 294  621  958 1293 1615 1967 2308 2634 2803],99.500,154.000,379.000,627.250,106.667
413,II,91.088,[ 164  429  695  958 1224 1486 1749 2008 2269 2535 2799],47.091,108.000,261.778,527.000,91.091
414,II,113.692,[ 260  478  705  927 1143 1355 1564 1773 1977 2181 2385 2591 2796],55.692,94.750,262.000,422.667,100.222
415,II,81.789,[ 259  544  836 1127 1414 1703 1996 2298 2598 2901],114.600,149.500,282.444,587.111,37.000
416,II,63.766,[ 251  639 1023 1389 1764 2136 2510],82.571,137.667,384.667,753.000,135.143
417,II,75.275,[ 217  507  858 1149 1470 1821 2142 2432 2783],49.111,99.200,166.857,641.500,31.143
418,II,84.473,[ 378  664  950 1237 1527 1817 2105 2381 2652],66.889,98.500,328.000,568.500,108.889
419,II,92.278,[ 256  519  781 1042 1305 1565 1825 2084 2343 2600 2857],87.455,147.111,288.000,520.200,50.000
420,II,68.260,[ 241  576  946 1328 1686 2041 2382 2708],65.750,82.857,256.286,704.857,113.750
421,II,69.893,[ 347  693 1033 1380 1731 2070 2412 2751],72.250,98.571,304.286,686.857,109.750
422,II,73.308,[ 166  487  822 1157 1477 1802 2131 2466 2786],87.778,125.750,342.250,655.000,93.333
423,II,74.746,[ 232  566  884 1205 1538 1872 2198 2500 2804],79.333,113.143,323.143,643.000,107.778
424,II,60.796,[ 846 1101 1560 2040 2501 2913],73.667,134.800,205.200,826.800,3.200
425,II,80.704,[ 214  507  807 1101 1391 1685 1988 2290 2589 2891],75.800,128.222,369.778,594.889,132.444
426,II,73.201,[ 212  537  863 1189 1516 1844 2174 2504 2835],62.889,116.750,327.250,655.750,115.111
427,II,88.768,[ 126  395  667  933 1202 1474 1749 2025 2295 2563 2830],77.800,90.889,264.200,540.800,81.000
428,II,95.239,[ 167  419  670  921 1174 1427 1679 1931 2182 2434 2687],92.364,141.600,330.200,504.000,90.545
429,II,67.897,[ 195  566  913 1279 1641 1996 2332 2672],68.500,184.000,423.143,707.714,123.250
430,II,79.378,[ 356  653  953 1253 1557 1862 2165 2471 2775],94.000,139.000,279.500,604.750,33.333
431,II,73.460,[ 436  763 1091 1420 1745 2071 2398 2723],76.000,169.429,350.286,653.429,72.500
432,II,75.617,[ 312  648  982 1317 1646 1948 2242 2545 2857],72.000,102.667,309.667,636.250,70.889
433,II,70.102,[ 343  665 1001 1348 1709 2046 2389 2742],61.250,97.667,324.333,685.429,121.000
434,II,71.614,[ 285  621  961 1294 1628 1963 2295 2631],61.250,172.286,410.000,670.286,116.500
435,II,79.388,[ 349  653  954 1254 1548 1848 2151 2458 2768],89.556,130.250,354.500,604.750,132.222
436,II,62.426,[ 159  536  927 1307 1678 2075 2476 2852],89.250,120.286,336.571,769.429,105.250
437,II,69.434,[ 427  765 1095 1419 1763 2108 2475 2852],62.500,120.000,329.714,692.857,130.571
438,II,53.372,[ 302  751 1215 1668 2111 2551],78.000,167.600,350.400,899.600,97.000
439,II,74.058,[ 331  648  988 1318 1629 1958 2282 2601],81.000,91.143,304.857,648.571,92.000
440,II,79.894,[ 142  436  735 1064 1371 1662 1972 2289 2577 2852],56.800,101.556,292.667,602.222,96.667
441,II,67.339,[ 209  565  921 1278 1638 1991 2352 2704],81.500,77.714,310.286,712.857,131.500
442,II,60.870,[ 446  843 1236 1622 2023 2421 2812],52.857,120.667,368.000,788.667,152.286
443,II,70.112,[ 225  599  980 1361 1729 2110 2490 2705],74.000,115.714,357.714,708.571,111.250
444,II,61.357,[ 389  781 1176 1569 1956 2346 2736],52.286,119.333,355.667,782.333,150.000
445,II,109.302,[ 155  499  725 1046 1310 1486 1678 1941 2259 2419 2581 2750],58.167,125.400,224.600,471.818,41.333
446,II,72.507,[ 159  497  836 1165 1495 1831 2165 2490 2808],75.750,116.571,308.500,662.250,93.500
447,II,66.069,[ 155  523  889 1251 1617 1974 2335 2698],101.143,205.714,437.714,726.571,108.750
448,II,84.113,[ 132  418  702  986 1271 1557 1844 2129 2414 2700],78.667,115.111,340.000,570.667,117.200
449,II,59.238,[ 224  628 1030 1439 1848 2254 2655],90.857,285.667,370.667,810.333,-31.429
450,II,81.160,[ 183  470  753 1034 1342 1650 1961 2265 2563 2848],86.600,136.222,355.333,592.222,104.600
451,II,70.594,[ 412  760 1099 1439 1778 2115 2454 2792],47.750,96.571,361.429,680.000,166.000
452,II,70.324,[ 236  575  914 1256 1598 1939 2282 2625],87.750,122.571,358.000,682.571,133.750
453,II,63.096,[ 300  672 1058 1446 1827 2196 2583],54.571,187.333,401.333,761.000,110.857
454,II,68.807,[ 227  688 1146 1606 1827 2064 2522],47.429,126.333,294.000,765.000,37.714
455,II,79.650,[ 290  587  894 1201 1500 1806 2107 2402 2701],77.111,82.000,291.500,602.750,103.111
456,II,70.738,[ 141  470  797 1129 1468 1802 2141 2500 2858],91.500,127.250,350.250,679.250,98.667
457,II,64.064,[ 367  742 1122 1502 1874 2243 2615],37.429,133.667,216.667,749.333,44.857
458,II,71.631,[ 286  598  926 1283 1656 2016 2335 2642],78.250,108.571,320.286,673.143,128.000
459,II,69.028,[ 279  629  971 1321 1673 2022 2366 2713],77.250,134.286,264.571,695.429,68.500
460,II,74.603,[ 136  455  772 1101 1425 1746 2066 2383 2710],76.750,124.500,341.000,643.500,112.000
461,II,129.234,"[ 198  384  569  755  940 1126 1314 1498 1683 1868 2053 2239 2425 2611
 2798]",20.000,,,371.429,
462,II,65.394,[ 454  833 1203 1562 1921 2281 2657],92.286,111.333,377.000,734.333,140.857
463,II,88.432,[ 315  583  853 1132 1404 1677 1953 2223 2489 2758],81.000,137.556,333.556,542.889,77.800
464,II,76.532,[ 407  726 1051 1375 1688 1993 2301 2607 2917],79.778,166.000,373.000,627.500,98.500
465,II,100.428,[ 327  566  803 1039 1279 1518 1754 1991 2231 2474 2717],54.727,118.400,295.000,478.000,108.000
466,II,72.954,[ 180  503  841 1176 1497 1817 2154 2490 2813],92.444,128.250,382.000,658.250,124.444
467,II,66.893,[ 248  605  957 1326 1690 2050 2406 2760],108.250,235.333,300.857,717.714,-51.000
468,II,64.904,[ 208  567  944 1313 1689 2061 2426 2797],92.250,140.571,298.000,739.714,39.750
