p_peaks,p_onsets,p_offsets,q_peaks,r_onsets,r_offsets,s_peaks,t_peaks,t_onsets,t_offsets,sample_idx,lead,heart_rate,r_peaks,pr_interval,qrs_complex,qt_interval,rr_interval,st_segment
0.196,"[366, 988, 1600, 2206, 2818, 3434, 4048, 4660, 5264]","[416, 1038, 1648, 2258, 2870, 3484, 4096, 4712, 5320]",-0.018,"[452, 1018, 1684, 2238, 2906, 3464, 4076, 4692, nan]","[566, 1184, 1794, 2404, nan, 3630, 4242, nan, 5466]",-1.303,0.170,"[744, 1354, 1974, 2578, nan, 3812, 4420, nan, 5646]","[842, 1440, 2064, 2662, nan, 3892, 4502, nan, 5738]",1034,II,78.369,[ 256  565  870 1175 1481 1788 2094 2402 2706],50.889,148.000,411.667,612.500,177.429
0.088,"[540, 982, 1652, 2224, 2810, 3420, 4038, 4650, 5292]","[604, 1012, 1720, 2298, 2884, 3488, 4112, 4708, 5356]",-0.055,"[572, 1056, 1686, 2256, 2846, 3450, 4090, 4686, nan]","[760, 1220, 1888, 2458, 3048, 3652, 4266, 4888, 5516]",-0.434,0.082,"[784, 1318, 1864, 2438, 3026, 3680, 4246, 4926, 5542]","[820, 1368, 1938, 2498, 3084, 3718, 4322, 5024, 5574]",1035,II,81.898,[ 340  557  901 1189 1484 1785 2093 2401 2718],63.778,192.250,266.250,594.500,14.222
0.077,"[434, 1344, 2194, 3046, 3950, 4796]","[548, 1436, 2304, 3142, 4064, 4894]",-0.101,"[498, 1402, 2274, 3110, 4018, nan]","[748, 1660, 2522, 3368, 4300, 5104]",-0.182,0.126,"[938, 1858, 2698, 3528, 4432, 5282]","[1040, 1904, 2784, 3624, 4536, 5356]",1036,II,55.162,[ 348  796 1230 1650 2102 2525],104.000,259.200,517.200,870.800,172.333
0.086,"[244, 1048, 1592, 2024, 2984, 3554, 4228, 4648, 5466]","[270, 1130, 1638, 2120, 3080, 3584, 4270, 4746, 5536]",-0.051,"[296, 1092, 1674, 2078, 3044, 3654, 4252, 4714, nan]","[488, 1242, 1872, 2214, 3172, 3770, 4502, 4844, 5756]",-0.434,0.403,"[472, 1322, 1856, 2278, 3252, 3796, 4484, 4904, 5738]","[516, 1434, 1900, 2416, 3344, 3840, 4528, 5048, 5782]",1037,II,79.897,[ 197  594  886 1081 1565 1857 2201 2395 2830],65.111,162.500,277.750,658.250,26.889
0.462,"[364, 862, 1600, 2406, 3128, 3940, 4648, 5344]","[524, 940, 1682, 2482, 3234, 4016, 4726, 5526]",-0.018,"[444, 900, 1654, 2458, 3208, 4038, 4704, nan]","[638, 1056, 1808, 2606, 3360, 4136, 4854, 5642]",-0.308,0.480,"[868, 1042, 1954, 2590, 3346, 4294, 4836, 5788]","[940, 1090, 2188, 2664, 3406, 4406, 4966, nan]",1038,II,70.001,[ 298  506  881 1280 1658 2045 2404 2798],104.750,150.286,322.000,714.286,77.250
-0.025,"[484, 1078, 1658, 2104, 2944, 3364, 3876, 4512, 5042, 5554]","[520, 1152, 1694, 2142, 2972, 3392, 3898, 4542, 5076, 5600]",-0.051,"[nan, nan, 1718, 2152, nan, nan, nan, 4574, 5088, nan]","[634, 1244, 1826, 2294, 3066, 3554, 4060, 4678, 5202, 5696]",-0.269,0.157,"[768, 1380, 1960, 2398, 3220, 3540, 4188, 4820, 5304, 5710]","[866, 1462, 2050, 2510, 3284, 3608, 4296, 4900, 5416, 5742]",1039,II,87.080,[ 297  601  891 1125 1512 1756 2009 2317 2580 2828],37.200,117.000,336.000,562.444,103.400
0.321,"[602, 1160, 1876, 2510, 3170, 3780, 4506, 5162]","[670, 1244, 1956, 2612, 3256, 3864, 4578, 5236]",-0.001,"[642, 1198, 1908, 2572, 3222, 3838, 4546, nan]","[820, 1388, 2096, 2756, 3404, 4008, 4726, 5388]",-2.501,0.612,"[936, 1468, 2204, 2862, 3504, 4110, 4838, 5480]","[1038, 1600, 2324, 2974, 3630, 4224, 4946, 5616]",1040,II,73.987,[ 365  649 1004 1333 1656 1957 2318 2648],81.250,181.714,401.429,652.286,102.000
0.169,"[nan, 1030, 1964, 2902, 4766]","[nan, 1122, 2052, 2994, 4858]",-0.074,"[nan, 1180, 2110, 3052, nan]","[330, 1266, 2196, 3140, 4992]",-0.308,0.001,"[nan, 1394, 2306, 3170, 5060]","[390, 1468, 2346, 3200, 5108]",1041,II,44.169,[ 140  608 1073 1545 2471],91.000,86.667,224.000,1165.500,84.000
0.087,"[nan, 1322, 2376, 3558, 4668, 5188]","[228, 1378, 2440, 3608, 4720, 5488]",-0.016,"[248, 1408, 2410, 3712, 4828, nan]","[542, 1650, 2762, 3876, 4992, 5672]",-1.149,0.190,"[738, 1762, 2948, 4072, 5192, 5756]","[858, 2020, 3078, 4202, 5488, 5842]",1042,II,47.314,[ 226  782 1336 1894 2451 2820],104.400,243.200,608.000,1037.600,162.333
0.245,"[204, 808, 1428, 2058, 2694, 3328, 4000, 4682, 5352]","[268, 880, 1504, 2128, 2768, 3404, 4068, 4754, 5426]",-0.089,"[240, 854, 1474, 2102, 2734, 3378, 4040, 4728, nan]","[400, 1010, nan, 2242, 2890, 3512, 4186, 4870, 5552]",-0.190,0.058,"[538, 1150, nan, 2396, 3028, 3672, 4350, 5072, 5702]","[606, 1216, nan, 2476, 3102, 3760, 4396, 5120, 5762]",1043,II,74.577,[ 162  468  778 1092 1409 1729 2059 2404 2740],71.778,147.714,371.429,644.500,155.750
0.107,"[746, 1522, 2294, 3044, 3846, 4566, 5328]","[854, 1632, 2398, 3150, 3924, 4668, 5434]",-0.075,"[806, 1582, 2358, 3114, 3872, 4632, nan]","[978, 1748, 2518, 3276, 4034, 4794, 5546]",-0.164,0.132,"[1102, 1912, 2638, 3376, 4158, 4894, 5688]","[1232, 1998, 2760, 3520, 4290, 5030, 5786]",1044,II,63.078,[ 471  856 1240 1619 1998 2378 2754],102.000,164.000,411.000,761.000,124.857
0.065,"[272, 1034, nan, 2670, 3438, 4252, 5090]","[322, 1092, nan, 2714, 3490, 4290, 5126]",-0.291,"[410, 1210, nan, 2810, 3610, 4408, nan]","[470, 1348, 2068, 2868, 3668, 4546, 5328]",-3.261,1.140,"[654, 1454, 2260, 3058, 3844, 4654, 5454]","[794, 1592, 2398, 3194, 3976, 4794, 5582]",1045,II,59.901,[ 222  622 1022 1422 1821 2221 2626],46.333,90.400,380.400,801.333,154.571
0.017,"[876, 1692, 2502, 3266, 4034, 4770, 5556]","[940, 1774, 2554, 3312, 4088, 4852, 5612]",-0.165,"[950, 1750, 2528, 3328, 4112, 4814, nan]","[1096, 1932, 2674, 3452, 4208, 4968, 5742]",-0.088,0.281,"[1248, 2078, 2830, 3586, 4390, 5118, 5766]","[1342, 2144, 2928, 3706, 4476, 5232, 5798]",1046,II,61.731,[ 518  927 1320 1702 2088 2466 2852],62.286,141.333,391.000,778.000,134.857
0.225,"[402, 1036, 1718, 2402, 3054, 3614, 4014, 4452, 5104]","[462, 1114, 1774, 2474, 3164, 3646, 4044, 4536, 5164]",-0.013,"[518, 1174, 1846, 2538, 3218, nan, nan, 4606, nan]","[672, 1328, 1986, 2686, 3364, 3792, 4190, 4738, 5346]",-1.213,0.243,"[752, 1410, 2068, 2722, 3304, 3774, 4176, 4852, 5470]","[800, 1500, 2148, 2880, 3470, 3862, 4230, 4964, 5510]",1047,II,84.284,[ 287  615  948 1296 1635 1868 2068 2334 2639],64.667,145.667,310.333,588.000,47.333
0.042,"[426, 844, 1802, 2186, 3164, 3498, 4516, 4890]","[458, 880, 1880, 2246, 3196, 3614, 4546, 4966]",-0.358,"[502, 908, 1892, 2280, 3252, 3658, 4602, nan]","[594, nan, 1970, nan, 3344, nan, 4686, 5096]",-0.263,-0.042,"[698, nan, 1984, nan, 3324, nan, 4694, 5182]","[734, nan, 2010, nan, 3378, nan, 4740, 5248]",1048,II,85.069,[ 275  484  963 1169 1643 1860 2318 2534],57.500,86.500,153.500,645.429,38.400
0.132,"[406, 994, 1570, 2148, 2706, 3262, 3812, 4366, 4932, 5504]","[490, 1078, 1656, 2230, 2792, 3342, 3896, 4448, 5012, 5582]",-0.400,"[512, 1098, 1678, 2250, 2812, 3364, 3916, 4470, 5034, nan]","[nan, 1354, 1778, 2506, 3060, 3444, 4170, 4726, nan, 5686]",-0.242,0.259,"[710, 1296, 1856, 2448, 3010, 3564, 4092, 4652, 5246, 5792]","[818, 1408, 1984, 2564, 3122, 3674, 4228, 4776, 5346, nan]",1049,II,84.873,[ 278  571  860 1148 1428 1704 1980 2256 2539 2824],82.600,207.143,309.556,565.778,-1.750
-0.083,"[74, 748, 1348, 1918, 2468, 3012, 3540, 4088, 4606, 5144]","[250, 842, 1422, 2000, 2558, 3082, 3636, 4166, 4702, 5220]",-0.264,"[nan, 862, 1440, 1966, 2572, 3112, 3652, 4126, 4644, nan]","[540, 974, 1574, 2144, 2702, 3202, 3782, 4294, 4828, 5400]",-0.341,0.453,"[456, 1054, 1656, 2238, 2782, 3314, 3838, 4404, 4910, 5442]","[594, 1174, 1754, 2344, 2882, 3416, 3956, 4504, 5014, 5556]",1050,II,87.156,[ 165  453  744 1038 1309 1577 1848 2117 2377 2647],93.200,140.750,333.750,551.556,65.400
0.072,"[nan, 1002, 1890, 2780, 3660, 4564, 5446]","[nan, 1096, 2010, 2854, 3756, 4658, 5564]",-0.166,"[nan, 1068, 1942, 2826, 3778, 4612, nan]","[312, 1226, 2108, 3020, 3904, 4776, nan]",-0.155,0.248,"[nan, 1340, 2254, 3116, 4014, 4926, nan]","[546, 1458, 2340, 3250, 4130, 5006, nan]",1051,II,53.713,[ 134  584 1034 1478 1920 2369 2815],99.333,161.600,391.600,893.667,123.200
-0.019,"[904, 2068, 3190, 4300, 5262]","[944, 2162, 3270, 4366, 5308]",-0.193,"[1062, 2180, 3232, 4334, nan]","[1204, 2278, 3398, 4486, 5550]",-0.115,0.816,"[1346, 2430, 3534, 4622, 5702]","[1490, 2566, 3670, 4766, 5832]",1052,II,44.167,[ 579 1115 1665 2219 2753],65.200,139.500,421.000,1087.000,143.600
0.065,"[500, 1428, 2394, 3338, 4306, 5264]","[600, 1532, 2476, 3420, 4406, 5360]",-0.100,"[546, 1484, 2442, 3396, 4356, nan]","[748, 1700, 2640, 3638, 4564, 5526]",-0.096,0.074,"[882, 1824, 2768, 3744, 4706, 5650]","[960, 1906, 2900, 3806, 4762, 5732]",1053,II,50.320,[ 334  801 1283 1758 2239 2719],94.000,213.200,422.000,954.000,126.333
0.174,"[nan, 814, 1492, 2160, 2868, 3536, 4230, 4906, 5586]","[160, 898, 1534, 2214, 2906, 3586, 4328, 4944, 5630]",-0.065,"[176, 906, 1592, 2230, 2982, 3606, 4354, 4972, nan]","[354, 1036, 1730, 2418, 3104, 3784, 4468, 5152, nan]",-1.395,0.174,"[486, 1058, 1844, 2382, 3222, 3946, 4634, 5334, nan]","[518, 1102, 1886, 2506, 3270, 4032, 4660, 5370, nan]",1054,II,70.230,[ 143  484  829 1173 1518 1858 2198 2540 2877],56.000,153.500,315.750,683.500,107.500
0.001,"[200, 928, 1694, 2412, 3164, 3930, 4696, 5406]","[284, 1020, 1740, 2454, 3192, 4014, 4766, 5490]",-0.155,"[242, 984, 1718, 2530, 3244, 4032, 4718, nan]","[406, 1148, 1894, 2636, 3378, 4158, 4892, 5630]",-0.059,0.152,"[554, 1276, 1996, 2744, 3494, 4312, 5004, 5762]","[580, 1336, 2050, 2790, 3548, 4362, 5068, 5818]",1055,II,64.397,[ 185  557  927 1298 1671 2048 2426 2794],66.250,149.143,323.714,745.429,125.000
0.067,"[670, 1424, 2074, 2768, 3494, 4180, 4790, 5590]","[778, 1482, 2118, 2862, 3558, 4224, 4832, 5652]",-0.079,"[756, 1438, 2146, 2824, 3514, 4238, 4932, nan]","[864, 1596, 2278, 2938, 3674, 4358, 5054, 5742]",-0.107,-0.056,"[906, 1688, 2294, 2964, 3652, 4432, 5068, 5758]","[938, 1720, 2322, 2992, 3714, 4460, 5102, 5808]",1056,II,69.055,[ 410  759 1104 1448 1797 2147 2499 2843],64.500,130.571,200.000,695.143,32.250
0.152,"[nan, 1022, 1962, 2914, 3824, 4700, 5586]","[nan, 1122, 2070, 3020, 3924, 4788, 5688]",-0.204,"[nan, 1080, 2016, 2974, 3880, 4748, nan]","[296, 1228, 2162, 3122, 4022, 4894, nan]",-0.188,0.443,"[nan, 1352, 2276, 3224, 4156, 5022, nan]","[562, 1478, 2414, 3366, 4270, 5146, nan]",1057,II,52.582,[ 126  589 1057 1535 1988 2422 2867],100.667,146.000,395.200,913.667,120.400
0.133,"[426, 1214, 1910, 2448, 3364, 4066, 4764, 5652]","[470, 1264, 2012, 2532, 3476, 4174, 4804, 5712]",-0.073,"[446, 1236, 1966, 2602, 3432, 4142, 4786, nan]","[616, 1376, 2158, 2758, 3578, 4292, 5002, nan]",-0.014,0.098,"[590, 1440, 2104, 2798, 3662, 4300, 4978, nan]","[672, 1502, 2216, 2854, 3702, 4350, 5036, nan]",1058,II,64.981,[ 280  671 1038 1362 1769 2127 2448 2893],75.000,167.143,246.000,746.571,13.143
-0.069,"[580, 1374, 2144, 2946, 3714, 4490, 5272]","[692, 1406, 2252, 2976, 3834, 4614, 5304]",-0.291,"[674, 1472, 2264, 3008, 3818, 4560, nan]","[764, 1586, 2420, 3156, 3922, 4724, 5500]",-0.179,0.764,"[878, 1682, 2464, 3248, 4020, 4812, 5564]","[996, 1784, 2580, 3360, 4140, 4916, 5686]",1059,II,61.413,[ 363  759 1155 1544 1934 2324 2708],79.714,129.333,330.000,781.667,85.143
0.283,"[346, 1112, 1942, 2728, 3494, 4292, 5096]","[400, 1220, 2010, 2794, 3570, 4360, 5168]",-0.128,"[378, 1170, 2020, 2822, 3526, 4330, nan]","[558, 1354, 2162, 2944, 3722, 4508, 5276]",-0.736,0.194,"[592, 1522, 2318, 3062, 3866, 4648, 5460]","[624, 1584, 2420, 3128, 3908, 4686, 5492]",1060,II,60.621,[ 239  636 1040 1432 1816 2213 2615],73.143,167.000,350.667,792.000,134.857
0.015,"[744, 1382, 2086, 2712, 3366, 4004, 4656, 5312]","[834, 1484, 2150, 2764, 3456, 4100, 4752, 5404]",-0.111,"[808, 1446, 2100, 2780, 3416, 4058, 4760, nan]","[974, 1640, 2254, 2940, 3594, 4216, 4904, 5524]",-0.078,0.046,"[956, 1756, 2358, 3044, 3702, 4328, 4890, 5648]","[992, 1818, 2394, 3120, 3778, 4424, 4924, 5740]",1061,II,73.332,[ 443  772 1098 1426 1754 2079 2405 2734],85.250,164.857,297.429,654.571,79.500
0.027,"[nan, 746, 1822, 2956, 4018, 5064]","[nan, 808, 1880, 3004, 4072, 5116]",-0.031,"[nan, 902, 1954, 3108, 4182, nan]","[432, 1052, 2138, 3240, 4326, 5382]",-0.534,0.063,"[nan, 1252, 2356, 3440, 4508, 5556]","[538, 1306, 2400, 3480, 4656, 5692]",1062,II,50.481,[ 190  502 1045 1596 2139 2666],54.800,152.500,424.000,990.400,194.800
0.069,"[552, 1420, 2298, 3190, 4078, 4944]","[680, 1492, 2434, 3252, 4138, 5060]",-0.092,"[632, 1506, 2388, 3266, 4158, nan]","[868, 1728, 2604, 3484, 4374, 5238]",-1.141,0.438,"[814, 1676, 2684, 3434, 4470, 5188]","[1072, 1930, 2808, 3694, 4580, 5442]",1063,II,54.900,[ 389  820 1258 1698 2142 2575],95.667,221.600,426.800,874.400,-5.000
0.205,"[356, 1082, 1824, 2564, 3298, 4032, 4764, 5496]","[444, 1172, 1912, 2658, 3384, 4122, 4850, 5592]",-0.142,"[408, 1134, 1930, 2616, 3350, 4084, 4816, nan]","[554, 1290, 2026, 2764, 3498, 4232, 4968, nan]",-0.138,0.004,"[742, 1358, 2232, 2806, 3558, 4288, 5144, nan]","[794, 1390, 2270, 2838, 3606, 4332, 5204, nan]",1064,II,65.319,[ 262  630  998 1367 1734 2101 2468 2834],89.750,142.000,299.429,734.857,113.714
0.202,"[692, 1482, 2310, 3130, 3956, 4756, 5560]","[778, 1584, 2408, 3230, 4052, 4864, 5650]",-0.147,"[734, 1606, 2360, 3196, 4078, 4820, nan]","[938, 1730, 2586, 3428, 4204, 5054, nan]",-0.172,0.029,"[1010, 1916, 2674, 3572, 4316, 5112, nan]","[1178, 1976, 2786, 3638, 4454, 5260, nan]",1065,II,59.103,[ 437  837 1249 1662 2073 2479 2874],97.143,191.000,416.333,812.333,110.000
0.200,"[542, 1714, 2928, 4110, 5332]","[644, 1824, 3018, 4212, 5422]",-0.126,"[592, 1782, 2970, 4162, nan]","[778, 1962, 3156, 4350, 5552]",-0.282,0.137,"[924, 2164, 3328, 4504, 5750]","[1044, 2232, 3416, 4620, 5826]",1066,II,40.185,[ 351  943 1541 2138 2740],98.800,185.000,451.500,1194.500,174.400
0.128,"[326, 936, 1540, 2144, 2748, 3354, 3956, 4552, 5168]","[414, 1024, 1624, 2236, 2832, 3438, 4046, 4640, 5250]",-0.168,"[424, 1040, 1580, 2188, 2792, 3398, 3998, 4596, nan]","[520, 1128, 1730, 2336, 2940, 3546, 4144, 4744, 5356]",-0.469,0.266,"[620, 1280, 1840, 2424, 3078, 3650, 4252, 4854, 5464]","[764, 1366, 2002, 2578, 3198, 3786, 4398, 5002, 5604]",1067,II,79.408,[ 238  543  844 1146 1449 1751 2051 2350 2656],86.667,134.000,384.750,604.500,113.111
0.307,"[670, 1632, 2584, 3536, 4498]","[768, 1732, 2686, 3634, 4602]",-0.033,"[736, 1692, 2652, 3598, nan]","[950, 1910, 2864, 3818, 4778]",-0.345,0.142,"[914, 1878, 2832, 3782, 4744]","[1010, 1972, 2922, 3880, 4842]",1068,II,50.123,[ 425  908 1397 1859 2341],100.400,216.000,276.500,958.000,-34.000
0.196,"[710, 1700, 2678, 3590, 4652, 5618]","[806, 1786, 2776, 3628, 4746, 5728]",-0.054,"[760, 1748, 2728, 3712, 4692, nan]","[964, 1924, 2910, 3916, 4866, nan]",-2.106,0.440,"[1114, 2108, 3084, 4068, 5050, nan]","[1212, 2202, 3182, 4160, 5144, nan]",1069,II,48.900,[ 431  925 1414 1906 2396 2885],87.000,188.000,452.000,981.600,168.800
0.084,"[nan, 638, 1472, 2228, 3082, 3864, 4704, 5486]","[nan, 678, 1520, 2318, 3150, 3914, 4740, 5514]",-0.174,"[nan, 744, 1496, 2292, 3104, 3936, 4788, nan]","[318, 854, 1668, 2444, 3272, 4100, 4926, 5702]",-0.616,0.367,"[nan, 1030, 1862, 2656, 3468, 4290, 5100, 5722]","[426, 1144, 1966, 2716, 3562, 4386, 5222, 5784]",1070,II,63.155,[ 123  403  806 1196 1611 2025 2436 2823],51.429,150.667,439.333,771.429,166.000
0.487,"[258, 574, 914, 1282, 1600, 1942, 2228, 2630, 2982, 3326, 3672, 4036, 4362, 4700, 5050, 5406]","[300, 644, 1004, 1338, 1684, 2026, 2278, 2716, 3060, 3410, 3754, 4100, 4442, 4792, 5134, 5486]",-0.263,"[316, 678, 1022, 1364, 1718, 2056, 2262, 2740, 3090, 3434, 3780, 4124, 4474, 4816, 5102, nan]","[414, nan, nan, nan, nan, 2124, 2398, 2810, nan, nan, nan, 4202, nan, nan, 5236, 5580]",-0.441,-0.094,"[390, nan, nan, nan, nan, 2162, 2420, 2828, nan, nan, nan, 4216, nan, nan, 5322, 5616]","[428, nan, nan, nan, nan, 2190, 2450, 2868, nan, nan, nan, 4248, nan, nan, 5372, 5644]",1071,II,140.545,"[ 183  357  529  701  872 1044 1168 1389 1563 1736 1909 2082 2255 2427
 2599 2772]",75.375,97.333,159.333,345.200,27.143
0.249,"[556, 1196, 1852, 2524, 3218, 3902, 4584, 5206]","[606, 1246, 1954, 2612, 3258, 3956, 4634, 5246]",-0.445,"[686, 1322, 1972, 2646, 3364, 3976, 4712, nan]","[808, 1446, 2100, 2772, 3564, 4160, 4878, 5584]",-1.180,0.623,"[926, 1550, 2218, 2738, 3540, 4220, 4982, 5634]","[1008, 1636, 2312, 2820, 3582, 4286, 5058, 5792]",1072,II,71.038,[ 358  675 1000 1336 1739 2028 2389 2743],59.250,150.000,289.143,681.429,62.000
0.147,"[nan, 872, 1596, 2300, 2926, 3508, 4154, 4882, 5444]","[nan, 946, 1670, 2376, 2998, 3582, 4232, 4958, 5520]",-0.225,"[nan, 966, 1640, 2336, 3016, 3554, 4198, 4976, nan]","[308, 1046, 1774, 2478, 3102, 3690, 4332, 5058, nan]",-0.371,0.341,"[404, 1152, 1874, 2580, 3198, 3784, 4432, 5130, nan]","[520, 1274, 2002, 2698, 3320, 3906, 4556, 5278, nan]",1073,II,71.253,[ 135  503  866 1218 1530 1823 2145 2507 2844],75.000,113.429,335.429,677.250,95.750
0.154,"[478, 1034, 1584, 2132, 2676, 3228, 3782, 4330, 4886, 5434]","[552, 1106, 1658, 2212, 2754, 3300, 3850, 4404, 4962, 5504]",-0.199,"[522, 1074, 1630, 2182, 2766, 3270, 3820, 4368, 4930, nan]","[644, 1198, 1750, 2302, 2850, 3396, 3946, 4496, 5054, 5604]",-0.298,0.451,"[742, 1300, 1852, 2408, 2950, 3496, 4046, 4604, 5150, 5706]","[856, 1410, 1966, 2512, 3066, 3610, 4158, 4708, 5266, 5814]",1074,II,87.136,[ 302  580  856 1132 1405 1678 1953 2228 2507 2781],73.800,119.333,332.222,550.889,101.400
0.230,"[566, 1294, 2094, 2830, 3580, 4338, 5104]","[660, 1318, 2188, 2934, 3676, 4438, 5204]",-0.035,"[618, 1384, 2146, 2892, 3638, 4394, nan]","[744, 1508, 2274, 3020, 3766, 4524, 5290]",-0.945,0.169,"[868, 1636, 2466, 3160, 3894, 4656, 5416]","[908, 1682, 2520, 3208, 3932, 4692, 5464]",1075,II,63.415,[ 346  727 1109 1482 1855 2234 2617],87.429,127.333,311.667,757.000,138.571
0.099,"[652, 1416, 2266, 3042, 3788, 4624, 5438]","[736, 1548, 2296, 3076, 3852, 4690, 5474]",-0.136,"[800, 1596, 2398, 3196, 3996, 4792, nan]","[866, 1662, 2464, 3264, 4058, 4854, 5654]",-0.233,0.387,"[978, 1778, 2576, 3376, 4174, 4974, 5772]","[1010, 1838, 2638, 3438, 4206, 5006, 5836]",1076,II,60.100,[ 416  814 1214 1613 2013 2412 2812],63.714,65.000,226.333,798.667,115.143
0.114,"[550, 1336, 2100, 2916, 3752, 4522, 5344]","[634, 1426, 2178, 3008, 3844, 4614, 5432]",-0.113,"[694, 1478, 2232, 2962, 3890, 4670, nan]","[774, 1564, 2318, 3138, 3976, 4754, 5570]",-0.377,0.227,"[896, 1684, 2436, 3244, 4114, 4874, 5684]","[994, 1784, 2534, 3364, 4194, 4978, 5794]",1077,II,60.118,[ 366  761 1137 1548 1966 2355 2764],88.000,99.667,320.333,799.333,119.714
0.115,"[776, 1508, 2220, 2868, 3486, 4106, 4736, 5386]","[864, 1586, 2306, 2962, 3566, 4190, 4818, 5462]",-0.166,"[824, 1606, 2276, 2930, 3540, 4156, 4790, nan]","[970, 1730, 2426, 3082, 3714, 4348, 4958, 5620]",-0.180,0.389,"[1086, 1816, 2534, 3190, 3790, 4418, 5036, 5694]","[1208, 1932, 2656, 3302, 3918, 4534, 5160, 5802]",1078,II,73.293,[ 466  828 1186 1513 1819 2130 2444 2766],83.500,158.000,369.714,657.143,89.500
0.129,"[504, 1164, 1818, 2474, 3130, 3786, 4432, 5082]","[610, 1224, 1914, 2580, 3236, 3886, 4542, 5182]",-0.182,"[546, 1284, 1858, 2540, 3176, 3834, 4472, nan]","[788, 1446, 2102, 2760, 3418, 4068, 4714, 5364]",-0.531,0.578,"[926, 1594, 2252, 2914, 3576, 4216, 4846, 5498]","[1038, 1696, 2352, 3008, 3666, 4312, 4964, 5620]",1079,II,73.461,[ 377  705 1034 1363 1690 2014 2339 2664],98.000,226.571,475.143,653.429,145.250
0.106,"[274, 990, 1688, 2426, 3158, 3894, 4644, 5374]","[340, 1056, 1770, 2482, 3226, 3956, 4706, 5438]",-0.050,"[312, 1030, 1740, 2460, 3190, 3932, 4680, nan]","[480, 1200, 1908, 2626, 3364, 4100, 4852, 5576]",-0.500,0.048,"[528, 1244, 1890, 2652, 3558, 4126, 5046, 5760]","[576, 1304, 1938, 2690, 3642, 4210, 5116, 5848]",1080,II,65.981,[ 210  568  922 1283 1650 2018 2395 2757],65.750,169.429,304.571,727.714,87.250
0.132,"[246, 742, 1234, 1740, 2236, 2728, 3234, 3734, 4212, 4708, 5202]","[302, 790, 1328, 1828, 2338, 2816, 3332, 3826, 4322, 4788, 5308]",-0.356,"[314, 838, 1334, 1792, 2290, 2826, 3292, 3778, 4268, 4802, nan]","[444, 962, 1444, 1984, 2458, 2946, 3412, 3930, 4420, 4918, 5400]",-0.300,-0.173,"[434, 946, 1564, 2052, 2444, 3048, 3464, 4050, 4406, 5038, 5526]","[468, 994, 1622, 2118, 2480, 3112, 3498, 4096, 4450, 5084, 5558]",1081,II,96.893,[ 195  445  693  941 1189 1437 1684 1931 2178 2425 2672],87.455,138.400,238.800,495.400,59.455
-0.017,"[500, 1150, 1788, 2452, 3102, 3746, 4408, 5068]","[554, 1260, 1844, 2546, 3162, 3848, 4494, 5160]",-0.217,"[566, 1172, 1854, 2500, 3210, 3864, 4462, nan]","[708, 1338, 1992, 2642, 3298, 3942, 4594, 5256]",-0.226,0.496,"[826, 1470, 2108, 2760, 3432, 4078, 4722, 5384]","[922, 1580, 2224, 2880, 3534, 4174, 4830, 5494]",1082,II,73.526,[ 322  647  973 1300 1627 1951 2276 2607],81.750,126.571,359.429,652.857,126.250
0.092,"[254, 660, 1226, 1776, 2328, 2904, 3490, 4020, nan, 5152]","[284, 734, 1302, 1874, 2448, 2988, 3532, 4120, nan, 5250]",-0.305,"[320, 774, 1342, 1888, 2472, 3026, 3680, 4158, nan, nan]","[408, 964, 1528, 2086, 2668, 3206, 3790, 4350, 4892, 5486]",-0.214,0.140,"[562, 1082, 1670, 2224, 2770, 3360, 3908, 4472, 5006, 5588]","[610, 1178, 1742, 2294, 2872, 3420, 3962, 4536, 5112, 5668]",1083,II,85.448,[ 182  460  741 1022 1303 1582 1860 2142 2424 2710],80.222,167.500,369.250,561.778,126.400
0.210,"[1294, 1942, 2584, 3882, 4424, 5106]","[1366, 2038, 2670, 3972, 4506, 5138]",0.032,"[1380, 1988, 2626, 3924, 4552, nan]","[1472, 2138, 2784, nan, 4660, 5290]",-1.485,0.161,"[1564, 2340, 2982, nan, 4854, 5486]","[1596, 2430, 3062, nan, 4960, 5578]",1084,II,67.244,[ 709 1042 1365 2005 2303 2618],76.333,127.000,375.500,763.600,176.400
0.122,"[nan, 644, 1350, 1934, 2468, 3074, 3794, 4296, 5026, 5640]","[214, 680, 1402, 1994, 2508, 3146, 3872, 4338, 5088, 5690]",-0.075,"[272, 708, 1472, 2064, 2490, 3166, 3910, 4358, 5134, nan]","[430, 812, 1568, 2170, 2622, 3230, 4014, 4470, 5252, nan]",-0.093,0.127,"[354, 918, 1584, 2156, 2722, 3338, 4032, 4568, 5238, nan]","[462, 958, 1618, 2198, 2764, 3380, 4062, 4612, 5296, nan]",1085,II,81.473,[ 162  393  765 1061 1294 1601 1985 2219 2603 2911],54.667,110.444,197.333,610.889,38.000
0.086,"[642, 1284, 1934, 2574, 3240, 3970, 4684, 5386]","[722, 1366, 2014, 2656, 3326, 4056, 4764, 5468]",-0.167,"[734, 1374, 2024, 2666, 3284, 4062, 4776, nan]","[808, 1448, 2100, 2740, 3408, 4138, 4850, 5552]",-0.198,0.285,"[908, 1556, 2204, 2842, 3518, 4244, 4960, 5666]","[1028, 1672, 2322, 2956, 3628, 4362, 5072, 5774]",1086,II,71.007,[ 388  708 1033 1354 1688 2052 2409 2759],82.250,81.714,302.857,677.429,106.750
